"X472","X545","X983","X994","X995","X1111","X1263","X1457","X1460","X2033","X4140","X5347","X5591","X6125","X7157","X9088","X11200"
-0.0141916850646624,0.113777979007122,-0.27431151322451,-0.0371280326976527,-0.507501683139421,-1.30193559923609,-0.709502629605516,-0.496040600159421,-0.941764590028078,-0.433253748464996,1.13087930602936,0.0967884582734886,1.11744456381687,1.85546741608871,0.120269618280319,1.20339592841151,0.330369473599322
-0.0830552238415131,0.234097687509588,-0.387693249935094,-1.68939226545045,-1.0130842357334,1.01589371550092,-0.606088884792665,-0.934742391235819,-0.694624255287592,-0.951224334796768,0.072457593566607,0.276982367789061,-0.177422337293072,-0.688045661519592,0.160357478477589,-0.463695427581231,-0.830337579014533
2.47351401281017,-0.0210370301629843,-0.567397454214724,-0.868490842527035,-0.679969940796792,-0.200947059827113,1.21719700140154,1.29544507677448,-0.813237833486565,-0.108223332950238,-0.770444553460818,-1.06678750897606,0.322262004152551,-0.662611303723694,-0.447486638511843,0.0645753609762567,-0.556444049094782
-0.951869102930099,-1.25671661124359,-0.422100754320527,0.506479763861523,-1.90593934085309,-1.28409059857452,-1.46238701620178,-0.560211966404383,-0.0874579746004223,0.1482051998439,0.876008390338175,-1.49200073710365,1.2858150384567,-0.339192843039153,-0.646546170361759,-2.94517991205166,-2.11790152765177
-0.593977240089181,1.58591147674291,0.813275662332296,0.584110052229075,0.266687249275463,0.296137147535543,1.97651150143418,-2.03670997890014,-0.981379509944434,-0.932346435536767,-1.35350719652231,0.337979499485862,-0.453777508681322,-1.24648268759121,0.261677707771676,0.818115752925516,0.823901390065395
-0.717587171162163,1.59306896644086,1.48905534749727,0.538615956912811,0.963461350229904,0.634394815527411,1.50021683772523,1.32573790656949,-0.351036403303738,-0.383775744648438,-1.20387306197768,-1.96964416239801,0.823800622411248,-1.93268824691475,-0.345799089574589,1.16590018162141,-0.549123953637077
0.252870052576093,-0.0464974227968162,-1.05018852517549,-0.689291547796255,-2.19723864006638,-1.29341395844794,-0.630562031057611,-1.5556021458448,0.915120696869445,-2.6427567117612,-0.251218656493065,-1.52338608638444,-1.80848663934861,-0.391101052405265,2.42655268266603,-0.841771499001497,-1.73745938049162
-0.538222478833423,0.70897052467354,1.42364052569381,1.0338394030423,-0.0669494550200668,-1.88718586197707,0.45825566215282,-0.892252031376418,0.524409643928422,0.13225146345022,-1.08418307199929,-0.497242126322852,-1.19157273532083,-0.592151509326799,-0.0545969909705343,1.29303626436652,-0.238173195086948
-0.52244891308691,0.759464154522486,0.874170944564437,1.83786416243961,-1.17566806890247,1.66470060204561,1.07394408095512,0.608293415089236,1.3787960784095,-0.410538191872879,0.517968239423824,-0.705743676847149,-0.681268929819767,1.12381040366115,0.031237876854123,-0.45668223177378,-1.558544902971
-0.22862226431174,0.776792782678907,-0.688181067852502,-0.990100558809009,-0.256825349665552,0.638519317831004,-2.68794769294675,-0.325651342985505,0.582091168808426,-1.98971317751806,0.323930056399438,-0.944191565401486,-2.09882809885145,0.858366802331849,2.22076679176292,0.415786172380234,-1.11725639972977
